group_id,original_text,normalized_text,label,source_type,source_file,source_line,split
023101c5a2711fcbfb7afa586b9eb8eee538918b71d13dd77f029fe5d081e05f,这个音乐很好听。,这个音乐很好听。,normal,weak_label,data/normal_sentences.txt,44,train
04e813d06f7081c99b874004adef1123286e382ff42bd22da7ebff5710899f76,剧情很吸引人。,剧情很吸引人。,normal,weak_label,data/normal_sentences.txt,142,train
04f8c3250b1c991c0cb3473e85c7f99140e152e634235b0130d5d6955048daf1,这个单词怎么发音？,这个单词怎么发音?,normal,weak_label,data/normal_sentences.txt,134,train
0576be0b923ec93d82d845fa74d893b65f9202efd589a588b332068c64cd49b0,我喜欢听周杰伦的歌。,我喜欢听周杰伦的歌。,normal,weak_label,data/normal_sentences.txt,15,train
091d1ad462b7e44f84854c359bc6ab6d98e06d747971c1734327173677e89437,这个技术方案可行吗？,这个技术方案可行吗?,normal,weak_label,data/normal_sentences.txt,121,train
0ad291d31a6f56c767ee05049fee7ea069d5f3eb7ba14ae176a724303bd9f63e,我们去看日落吧。,我们去看日落吧。,normal,weak_label,data/normal_sentences.txt,43,train
0ca0d7c2843293e433c6e3b8b6f7d769330b4ea7c72bf9baa372f8f9b80d2169,这个产品质量很好。,这个产品质量很好。,normal,weak_label,data/normal_sentences.txt,129,train
11b7a270319afbb8523e8f07b3abe31356bbd739e07c9b81b78b6a952dae5fc8,这个项目进展顺利。,这个项目进展顺利。,normal,weak_label,data/normal_sentences.txt,51,train
11fbc0e9b2aa019be2bdaa2f69412c64ba1de29f12e77d4c4a5f6c3f4ca4251c,周末去逛逛商场吧。,周末去逛逛商场吧。,normal,weak_label,data/normal_sentences.txt,149,train
125bd91baec80c9c65af91d8bf26a1ca09555ea15bf656255860675f951c63a3,当地美食很有特色。,当地美食很有特色。,normal,weak_label,data/normal_sentences.txt,182,train
135b9d81b6c4adf617987a220be58a5115c8a9b20907e48ecffe3ceb81813769,大家有什么建议吗？,大家有什么建议吗?,normal,weak_label,data/normal_sentences.txt,50,train
13b5a308a8e536b6be3bd9703402086888b4088fb947f8ad6d7ee762f6d3db49,这个菜怎么做？,这个菜怎么做?,normal,weak_label,data/normal_sentences.txt,33,train
1627f638234ebc781c7060536dd70a1c64252979400a19dead7a2b3616f3793f,今天食堂的菜不错。,今天食堂的菜不错。,normal,weak_label,data/normal_sentences.txt,46,train
1e5d369b274831bdb18831e74626732aac6343e7bb3686c2b5085ba3c6cad558,听力考试有点难。,听力考试有点难。,normal,weak_label,data/normal_sentences.txt,137,train
20f13f7abc35fca2b125e50a06c7c4e9c4cfc99c8964ff80dc11813d2ca49808,我们需要增加人手。,我们需要增加人手。,normal,weak_label,data/normal_sentences.txt,120,train
26c791a8a54e94b915ec338dbd320cbc13ae53238d71ab21ac643a8f6ab243bf,祝你生日快乐！,祝你生日快乐!,normal,weak_label,data/normal_sentences.txt,30,train
26cded8e0e81a665f96d166207db825169bcf6c8ed6cb21c86982f92efedcb6b,今天加班到很晚才回家。,今天加班到很晚才回家。,normal,weak_label,data/normal_sentences.txt,35,train
28bb95a7994379a3db2e0b3838401a04bea8cbb77ce034cf228fddcb8c0ccd8a,这个旅游景点很值得一去。,这个旅游景点很值得一去。,normal,weak_label,data/normal_sentences.txt,181,train
2b779f57eea6193a25db389b8d0c69502595c9fc7e7f9d9ee1187db5a65a7b6c,春天适合踏青。,春天适合踏青。,normal,weak_label,data/normal_sentences.txt,177,train
2d58e857ab79f8bc91bba5a6d9a9007bc2b6e576bffbc8268f3b677153939bfc,今天的会议内容很重要。,今天的会议内容很重要。,normal,weak_label,data/normal_sentences.txt,103,train
301af3e205e3952a75e3b2c6d9d29d85fb2abbaad11ca477c46825adef166e11,这个软件怎么安装？,这个软件怎么安装?,normal,weak_label,data/normal_sentences.txt,17,train
33c4f2bd0713e9e2458820474afe6e73535f5b49ece9cf9fc9b9c94a8558b4f2,周末想去爬山放松一下。,周末想去爬山放松一下。,normal,weak_label,data/normal_sentences.txt,36,train
39747116cededc21aa34b7009dffc99848c9cc418276505cfa7163af658f2de6,用户体验很重要。,用户体验很重要。,normal,weak_label,data/normal_sentences.txt,110,train
3d7e39127770268aac0f1ca6f3708ac0b65734f6500762ab0246f93de76c1244,这个季节的花开得很好。,这个季节的花开得很好。,normal,weak_label,data/normal_sentences.txt,174,train
3d8b9fc386a51ea54b8db6fa6626f9344138d0097bbbaa5e3d76fafd5410a88d,这个颜色很适合你。,这个颜色很适合你。,normal,weak_label,data/normal_sentences.txt,154,train
3dcb21addbaf1ae4517bf591b114a20eae43fb7aeeda434c34621d1707078f27,请把这个问题反馈给技术部。,请把这个问题反馈给技术部。,normal,weak_label,data/normal_sentences.txt,107,train
3f3f5f43e66b308f56e19efe1566358f164d9e0e095a0b3dce03371d03a7ddc6,这个计划需要大家一起配合。,这个计划需要大家一起配合。,normal,weak_label,data/normal_sentences.txt,168,train
406a01c257867dfb0d38b4ce8f203e7f8bb9e2211db4cd530f155e0be32b526b,这个设计稿很好看。,这个设计稿很好看。,normal,weak_label,data/normal_sentences.txt,111,train
40e4f4c10efba84eff2534c4d14feb6cd78b06237cefbc1c032957d1dab8fdad,请把这份文件打印出来。,请把这份文件打印出来。,normal,weak_label,data/normal_sentences.txt,4,train
468a1bae81e04110cd0c545ca1f29e9b3dd2e2ca66cc1a877cc0f5442e8a3ce4,请测试一下这个新版本。,请测试一下这个新版本。,normal,weak_label,data/normal_sentences.txt,122,train
4c024f84ef1e32fef68b72aae1f27517440c495406a399195df6584f46dbcfc0,帮我查一下明天的天气。,帮我查一下明天的天气。,normal,weak_label,data/normal_sentences.txt,47,train
4cffd6e3f66fb7f0d0fcd8620b74c8fb218c9c24704e4f54f594bdbf817b01a9,每周锻炼三次。,每周锻炼三次。,normal,weak_label,data/normal_sentences.txt,160,train
52f2d1f75fd7b5a3467628cebcb9855b0a0fcaa9c6ba8ce94fd9a3c34f3e410e,这个方案还需要改一下。,这个方案还需要改一下。,normal,weak_label,data/normal_sentences.txt,48,train
5a0057d0334c92085831cd29e60ae3532c62e08e420610387c8c84858424325f,搭配得不错。,搭配得不错。,normal,weak_label,data/normal_sentences.txt,155,train
5b6914bddf723a1ba4c27715145fba7ebc2639d2a1a0eb44e8f6fe66268d54ee,我的快递到了吗？,我的快递到了吗?,normal,weak_label,data/normal_sentences.txt,7,train
5e65af4948441716d87db5e98fcca2c578cdd19132d50631b2bd0b92e239a7df,最近有什么好看的电影？,最近有什么好看的电影?,normal,weak_label,data/normal_sentences.txt,32,train
625b34fcd72447f49fb2ff862df1565b5c33759c597e67b4aee56d50e5c9d88e,这个纪念品很精美。,这个纪念品很精美。,normal,weak_label,data/normal_sentences.txt,186,train
656cc3242637b8e65912550d3fd56b228a4dd5ac1fa4fb1fa501b8aecef3f675,大自然的美景让人心旷神怡。,大自然的美景让人心旷神怡。,normal,weak_label,data/normal_sentences.txt,173,train
65bdb44727f2ab8fecebce1c5be1fa098fc726b7bb5bf36ab62cd392c5cbab5e,这个乐队很有名。,这个乐队很有名。,normal,weak_label,data/normal_sentences.txt,147,train
6730216202127fd76848133895cd24b31fa3836d85db03acb6a9bbe8d76a06c5,秋天是收获的季节。,秋天是收获的季节。,normal,weak_label,data/normal_sentences.txt,175,train
68196adbc3419495a0e46695e4b822aac29e59146c937c8b5ae931ee3f9ec636,羽毛球是一项很好的运动。,羽毛球是一项很好的运动。,normal,weak_label,data/normal_sentences.txt,165,train
6c8b8ba23fd979d407f8779c4fd7f2fb4af0a6bd7999b2423051e85521c27283,晚饭想吃什么？,晚饭想吃什么?,normal,weak_label,data/normal_sentences.txt,40,train
7014fe7844bba71d52383dbc3352cc6fb3fc580bbb093113f96a06e956007b4b,发货时间需要确认一下。,发货时间需要确认一下。,normal,weak_label,data/normal_sentences.txt,130,train
73d2327334c5ce93cef9d6dd429dc72f2db1d431032d0d4e97cae3c67230fd14,推荐你看这部电影。,推荐你看这部电影。,normal,weak_label,data/normal_sentences.txt,145,train
7425c8d4f8709702c77cbbadaa06ad3d8c60985625f223cdce1c57e0bc8548c3,周末准备去图书馆看书。,周末准备去图书馆看书。,normal,weak_label,data/normal_sentences.txt,132,train
7eeb49165a08b97abc0d18881612ca308bcde6eb621f52bc7134ebfa0268529c,多喝水对身体好。,多喝水对身体好。,normal,weak_label,data/normal_sentences.txt,158,train
8107f35c871d7e8f4d0ba28afd386ca0a3240eddee58334a686ccb68a7a74d4e,去公园散步很舒服。,去公园散步很舒服。,normal,weak_label,data/normal_sentences.txt,172,train
82aa62946bade80db985ab43c27ae50965577e53ff415198b80e7693af950432,跑步要坚持下去。,跑步要坚持下去。,normal,weak_label,data/normal_sentences.txt,162,train
837b7e869cf6fd3bfdb4afcbc529ac64ae96e61af23b2ef7b1c5e61b37ebe011,这道数学题怎么解？我算了好几遍都不对。,这道数学题怎么解?我算了好几遍都不对。,normal,weak_label,data/normal_sentences.txt,6,train
85af28e03d0115ee089d11a95d815634302334479db2eb06cbc6a2ca627d9447,拍了很多照片留念。,拍了很多照片留念。,normal,weak_label,data/normal_sentences.txt,185,train
8795185f74a51c0770db4f29da60723114e2a02c1d5e810b11a15e9a56eb8d42,一年四季各有特点。,一年四季各有特点。,normal,weak_label,data/normal_sentences.txt,179,train
87ec1959f34467e9551bc96ba44b5e08d66e1b42960b0977664ac4ce7b57adda,这件衣服正在打折。,这件衣服正在打折。,normal,weak_label,data/normal_sentences.txt,150,train
88dbbe0a65eb4d026aa590a168e6d0571028a5486d813a87b0f0e5df17c72083,分工明确可以提高效率。,分工明确可以提高效率。,normal,weak_label,data/normal_sentences.txt,169,train
8b7f0bce33be38e2dabf0dc0becae3260e2315ffa94423c46a922a91cd96abe7,晚上一起去跑步吧。,晚上一起去跑步吧。,normal,weak_label,data/normal_sentences.txt,11,train
8feb37b9c097eadad41c60a947a63d552ee64aa224bd19f0030b25a61d9f63fc,这个综艺节目很搞笑。,这个综艺节目很搞笑。,normal,weak_label,data/normal_sentences.txt,144,train
919165dc7654a104beeafc9df8398d0634cf5a2c0a3975d63874dcbf40f01461,西安是历史文化名城，值得一游。,"西安是历史文化名城,值得一游。",normal,weak_label,data/normal_sentences.txt,10,train
95add0fc2e135f798439813c5a07e792a5f3bdb6b172ccabb8bd447b68d9a8cb,最近在学 Python 编程，感觉很有收获。,"最近在学 python 编程,感觉很有收获。",normal,weak_label,data/normal_sentences.txt,9,train
9896be8358c6958ccaad28c5ee5f1f64f90429a00f3056ac80574b16366d81da,我们团队一共有五个人。,我们团队一共有五个人。,normal,weak_label,data/normal_sentences.txt,18,train
9a306cd99abd1b4d782c908d78babec901c23f08aad0e07070dd6766cb65d1d4,买点特产带回家。,买点特产带回家。,normal,weak_label,data/normal_sentences.txt,187,train
9bab7a1f13f6b42b920b93bc8f3381134e8e00ab9f08720422c633f71a02f339,我需要整理一下会议纪要。,我需要整理一下会议纪要。,normal,weak_label,data/normal_sentences.txt,104,train
9c7b950d822758df283bfd3db7ea774417ba8239b03194e3cd63c0b601e6175b,沟通是解决问题的关键。,沟通是解决问题的关键。,normal,weak_label,data/normal_sentences.txt,167,train
9db4f87ffab992e1f91ab47c417d73c44d7a562e97c436a4d1963cc32bb33e94,项目进度有点滞后了。,项目进度有点滞后了。,normal,weak_label,data/normal_sentences.txt,119,train
a2d6c44ae43fabe3defd2d61a93ed5589386c110d4f4eba4a54da1cf57c03d75,写作需要多练习。,写作需要多练习。,normal,weak_label,data/normal_sentences.txt,138,train
a72928f36c5104d327ac3f4ced1905453bca4f3edefca3af090886a769792ea1,这个健身房设施不错。,这个健身房设施不错。,normal,weak_label,data/normal_sentences.txt,164,train
a86292a02e7210ee5d74464aaf34ab96d043444c84867b39a6375b822acd4dc0,买二送一活动很划算。,买二送一活动很划算。,normal,weak_label,data/normal_sentences.txt,151,train
ab84f1aa0e0dde6fd505fbcb45239c17216b85ad7c6d009b0e128b618ecf62e8,会议定在下午三点。,会议定在下午三点。,normal,weak_label,data/normal_sentences.txt,49,train
b5bb95bb7309f84cffad618a4d7b8ee4773c3c13f9d37e3f1d7fde11fc9a46ec,周末准备去电影院看新上映的电影。,周末准备去电影院看新上映的电影。,normal,weak_label,data/normal_sentences.txt,5,train
b7fc8506a28b7936faf336aeb603aa15f5a3d2208be9909b8bac976eb0093c23,今天的作业好多啊。,今天的作业好多啊。,normal,weak_label,data/normal_sentences.txt,25,train
